name,version,latestVersion,repository,published,publisher,size,license,isProd,isDev,isOptional,isPeer,isBundled,parents
"@types/parse-json","4.0.0","4.0.0","https://www.github.com/DefinitelyTyped/DefinitelyTyped.git","2017-11-14T00:31:12.629Z","types (ts-npm-types@microsoft.com)","-","MIT",true,false,false,false,false,"cosmiconfig@6.0.0"
"@types/prop-types","15.7.5","15.7.5","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2022-04-07T17:31:44.553Z","types (ts-npm-types@microsoft.com)",6545,"MIT",true,false,false,false,false,"@types/react@18.0.31,react-bootstrap@1.6.6"
"@types/q","1.5.5","1.5.5","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2021-07-07T17:20:19.752Z","types (ts-npm-types@microsoft.com)",32190,"MIT",true,false,false,false,false,"coa@2.0.2"
"@types/react","18.0.31","18.0.31","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2023-03-28T22:04:01.401Z","types (ts-npm-types@microsoft.com)",177831,"MIT",true,false,false,false,false,"@types/react-dom@18.0.11,@types/react-transition-group@4.4.5,react-bootstrap@1.6.6,uncontrollable@7.2.1"
"@types/react-dom","18.0.11","18.0.11","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2023-02-15T00:33:03.209Z","types (ts-npm-types@microsoft.com)",28844,"MIT",true,false,false,false,false,"@types/testing-library__react@9.1.3"
"@types/react-transition-group","4.4.5","4.4.5","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2022-06-22T21:32:21.472Z","types (ts-npm-types@microsoft.com)",18872,"MIT",true,false,false,false,false,"react-bootstrap@1.6.6"
"@types/scheduler","0.16.3","0.16.3","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2023-03-22T23:02:45.809Z","types (ts-npm-types@microsoft.com)",8363,"MIT",true,false,false,false,false,"@types/react@18.0.31"
"@types/stack-utils","1.0.1","2.0.1","https://www.github.com/DefinitelyTyped/DefinitelyTyped.git","2017-11-07T17:49:56.648Z","types (ts-npm-types@microsoft.com)","-","MIT",true,false,false,false,false,"jest-message-util@24.9.0"
"@types/testing-library__react","9.1.3","10.2.0","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2020-03-05T18:40:17.035Z","types (ts-npm-types@microsoft.com)",6091,"MIT",true,false,false,false,false,"@testing-library/react@9.5.0"
"@types/warning","3.0.0","3.0.0","https://www.github.com/DefinitelyTyped/DefinitelyTyped.git","2016-12-01T00:25:08.254Z","types (ts-npm-types@microsoft.com)","-","MIT",true,false,false,false,false,"react-bootstrap@1.6.6,react-overlays@5.2.1"
"@types/yargs","13.0.12","17.0.24","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2021-07-02T16:35:07.593Z","types (ts-npm-types@microsoft.com)",50420,"MIT",true,false,false,false,false,"@jest/types@24.9.0,jest-runtime@24.9.0,jest-watcher@24.9.0"
"@types/yargs-parser","21.0.0","21.0.0","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2022-03-02T17:33:22.966Z","types (ts-npm-types@microsoft.com)",8928,"MIT",true,false,false,false,false,"@types/yargs@13.0.12"
"@typescript-eslint/eslint-plugin","2.34.0","5.57.0","git+https://github.com/typescript-eslint/typescript-eslint.git","2020-05-18T17:02:11.877Z","jameshenry (npm@jameshenry.email)",1571105,"MIT",true,false,false,true,false,"react-scripts@3.4.3,eslint-config-react-app@5.2.1"
"regexpp","3.2.0","3.2.0","git+https://github.com/mysticatea/regexpp.git","2021-06-14T11:06:58.407Z","mysticatea (public@mysticatea.dev)",302373,"MIT",true,false,false,false,false,"@typescript-eslint/eslint-plugin@2.34.0"
"@typescript-eslint/experimental-utils","2.34.0","5.57.0","git+https://github.com/typescript-eslint/typescript-eslint.git","2020-05-18T17:02:06.289Z","jameshenry (npm@jameshenry.email)",229580,"MIT",true,false,false,true,false,"@typescript-eslint/eslint-plugin@2.34.0,@typescript-eslint/parser@2.34.0"
"eslint-utils","2.1.0","3.0.0","git+https://github.com/mysticatea/eslint-utils.git","2020-06-15T12:21:01.065Z","mysticatea (public@mysticatea.dev)",341971,"MIT",true,false,false,false,false,"@typescript-eslint/experimental-utils@2.34.0"
"@typescript-eslint/parser","2.34.0","5.57.0","git+https://github.com/typescript-eslint/typescript-eslint.git","2020-05-18T17:02:19.547Z","jameshenry (npm@jameshenry.email)",86301,"BSD-2-Clause",true,false,false,true,false,"react-scripts@3.4.3,@typescript-eslint/eslint-plugin@2.34.0,eslint-config-react-app@5.2.1"
"@typescript-eslint/typescript-estree","2.34.0","5.57.0","git+https://github.com/typescript-eslint/typescript-eslint.git","2020-05-18T17:01:59.146Z","jameshenry (npm@jameshenry.email)",532754,"BSD-2-Clause",true,false,false,true,false,"@typescript-eslint/experimental-utils@2.34.0,@typescript-eslint/parser@2.34.0"
"lru-cache","6.0.0","8.0.4","git://github.com/isaacs/node-lru-cache.git","2020-07-11T00:59:07.352Z","isaacs (i@izs.me)",15643,"ISC",true,false,false,false,false,"semver@7.3.8"
"semver","7.3.8","7.3.8","git+https://github.com/npm/node-semver.git","2022-10-04T19:40:47.960Z","gar (gar+npm@danger.computer)",88204,"ISC",true,false,false,false,false,"@typescript-eslint/typescript-estree@2.34.0"
"yallist","4.0.0","4.0.0","git+https://github.com/isaacs/yallist.git","2019-09-30T20:08:08.970Z","isaacs (i@izs.me)",14752,"ISC",true,false,false,false,false,"lru-cache@6.0.0,minipass@3.3.6"
"@webassemblyjs/ast","1.8.5","1.11.3","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:43:06.883Z","xtuc (contact@xtuc.fr)",210493,"MIT",true,false,false,true,false,"@webassemblyjs/helper-module-context@1.8.5,@webassemblyjs/helper-wasm-section@1.8.5,@webassemblyjs/wasm-edit@1.8.5,@webassemblyjs/wasm-gen@1.8.5,@webassemblyjs/wasm-opt@1.8.5,@webassemblyjs/wasm-parser@1.8.5,@webassemblyjs/wast-parser@1.8.5,@webassemblyjs/wast-printer@1.8.5,webpack@4.42.0"
"@webassemblyjs/floating-point-hex-parser","1.8.5","1.11.4","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:42:38.932Z","xtuc (contact@xtuc.fr)",6369,"MIT",true,false,false,true,false,"@webassemblyjs/wast-parser@1.8.5"
"@webassemblyjs/helper-api-error","1.8.5","1.11.4","git+https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:42:39.086Z","xtuc (contact@xtuc.fr)",6104,"MIT",true,false,false,true,false,"@webassemblyjs/wasm-parser@1.8.5,@webassemblyjs/wast-parser@1.8.5"
"@webassemblyjs/helper-buffer","1.8.5","1.11.3","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:42:38.925Z","xtuc (contact@xtuc.fr)",8695,"MIT",true,false,false,true,false,"@webassemblyjs/helper-wasm-section@1.8.5,@webassemblyjs/wasm-edit@1.8.5,@webassemblyjs/wasm-opt@1.8.5"
"@webassemblyjs/helper-code-frame","1.8.5","1.11.3","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:43:17.498Z","xtuc (contact@xtuc.fr)",6032,"MIT",true,false,false,true,false,"@webassemblyjs/wast-parser@1.8.5"
"@webassemblyjs/helper-fsm","1.8.5","1.11.4","git+https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:42:38.910Z","xtuc (contact@xtuc.fr)",9068,"ISC",true,false,false,true,false,"@webassemblyjs/wast-parser@1.8.5"
"@webassemblyjs/helper-module-context","1.8.5","1.9.1","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:43:21.837Z","xtuc (contact@xtuc.fr)",29781,"MIT",true,false,false,true,false,"@webassemblyjs/ast@1.8.5,webpack@4.42.0"
"@webassemblyjs/helper-wasm-bytecode","1.8.5","1.11.4","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:42:43.002Z","xtuc (contact@xtuc.fr)",28043,"MIT",true,false,false,true,false,"@webassemblyjs/ast@1.8.5,@webassemblyjs/helper-wasm-section@1.8.5,@webassemblyjs/wasm-edit@1.8.5,@webassemblyjs/wasm-gen@1.8.5,@webassemblyjs/wasm-parser@1.8.5"
"@webassemblyjs/helper-wasm-section","1.8.5","1.11.3","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:43:17.457Z","xtuc (contact@xtuc.fr)",22873,"MIT",true,false,false,true,false,"@webassemblyjs/wasm-edit@1.8.5"
"@webassemblyjs/ieee754","1.8.5","1.11.4","git+https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:42:44.827Z","xtuc (contact@xtuc.fr)",5189,"MIT",true,false,false,true,false,"@webassemblyjs/wasm-gen@1.8.5,@webassemblyjs/wasm-parser@1.8.5"
"@webassemblyjs/leb128","1.8.5","1.11.4","git+https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:42:45.110Z","xtuc (contact@xtuc.fr)",46109,"MIT",true,false,false,true,false,"@webassemblyjs/wasm-gen@1.8.5,@webassemblyjs/wasm-parser@1.8.5"
"@webassemblyjs/utf8","1.8.5","1.11.4","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:42:48.757Z","xtuc (contact@xtuc.fr)",11249,"MIT",true,false,false,true,false,"@webassemblyjs/wasm-gen@1.8.5,@webassemblyjs/wasm-parser@1.8.5"
"@webassemblyjs/wasm-edit","1.8.5","1.11.3","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:43:02.194Z","xtuc (contact@xtuc.fr)",34998,"MIT",true,false,false,true,false,"webpack@4.42.0"
"@webassemblyjs/wasm-gen","1.8.5","1.11.3","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:43:11.440Z","xtuc (contact@xtuc.fr)",28063,"MIT",true,false,false,true,false,"@webassemblyjs/helper-wasm-section@1.8.5,@webassemblyjs/wasm-edit@1.8.5,@webassemblyjs/wasm-opt@1.8.5"
"@webassemblyjs/wasm-opt","1.8.5","1.11.3","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:42:56.067Z","xtuc (contact@xtuc.fr)",12037,"MIT",true,false,false,true,false,"@webassemblyjs/wasm-edit@1.8.5"
"@webassemblyjs/wasm-parser","1.8.5","1.11.3","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:43:11.492Z","xtuc (contact@xtuc.fr)",144271,"MIT",true,false,false,true,false,"@webassemblyjs/wasm-edit@1.8.5,@webassemblyjs/wasm-opt@1.8.5,webpack@4.42.0"
"@webassemblyjs/wast-parser","1.8.5","1.11.3","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:43:11.618Z","xtuc (contact@xtuc.fr)",162574,"MIT",true,false,false,true,false,"@webassemblyjs/ast@1.8.5,@webassemblyjs/wast-printer@1.8.5"
"@webassemblyjs/wast-printer","1.8.5","1.11.3","https://github.com/xtuc/webassemblyjs.git","2019-02-24T10:43:11.209Z","xtuc (contact@xtuc.fr)",41930,"MIT",true,false,false,true,false,"@webassemblyjs/helper-code-frame@1.8.5,@webassemblyjs/wasm-edit@1.8.5"
"@xtuc/ieee754","1.2.0","1.2.0","git://github.com/feross/ieee754.git","2018-07-19T16:10:45.976Z","xtuc (contact@xtuc.fr)",8575,"BSD-3-Clause",true,false,false,true,false,"@webassemblyjs/ieee754@1.8.5"
"@xtuc/long","4.2.2","4.2.2","git+https://github.com/dcodeIO/long.js.git","2019-02-18T08:20:26.462Z","xtuc (contact@xtuc.fr)",190308,"Apache-2.0",true,false,false,true,false,"@webassemblyjs/leb128@1.8.5,@webassemblyjs/wast-parser@1.8.5,@webassemblyjs/wast-printer@1.8.5"
"abab","2.0.6","2.0.6","git+https://github.com/jsdom/abab.git","2022-04-17T03:36:42.573Z","jeffcarp (gcarpenterv@gmail.com)",10444,"BSD-3-Clause",true,false,false,false,false,"data-urls@1.1.0,jsdom@11.12.0"
"accepts","1.3.8","1.3.8","git+https://github.com/jshttp/accepts.git","2022-02-02T23:52:08.772Z","dougwilson (doug@somethingdoug.com)",16795,"MIT",true,false,false,false,false,"compression@1.7.4,express@4.18.2,serve-index@1.9.1"
"ace-builds","1.16.0","1.16.0","git+https://github.com/ajaxorg/ace-builds.git","2023-03-17T14:32:36.292Z","nightwing (amirjanyan@gmail.com)",49977150,"BSD-3-Clause",true,false,false,false,false,"dv2ls-frontend@0.1.0,react-ace@9.5.0"
"acorn","7.4.1","8.8.2","git+https://github.com/acornjs/acorn.git","2020-10-05T07:53:26.858Z","marijn (marijnh@gmail.com)",1209760,"MIT",true,false,false,true,false,"espree@6.2.1,acorn-jsx@5.3.2"
"acorn-globals","4.3.4","7.0.1","git+https://github.com/ForbesLindesay/acorn-globals.git","2019-09-10T15:46:53.270Z","forbeslindesay (forbes@lindesay.co.uk)",9102,"MIT",true,false,false,false,false,"jsdom@11.12.0"
"acorn","6.4.2","8.8.2","git+https://github.com/acornjs/acorn.git","2020-10-05T08:15:41.072Z","marijn (marijnh@gmail.com)",1193449,"MIT",true,false,false,true,false,"acorn-globals@4.3.4,jsdom@14.1.0,webpack@4.42.0"
"acorn-jsx","5.3.2","5.3.2","git+https://github.com/acornjs/acorn-jsx.git","2021-07-09T01:15:57.512Z","rreverser (me@rreverser.com)",24385,"MIT",true,false,false,false,false,"espree@6.2.1"
"acorn-walk","6.2.0","8.2.0","git+https://github.com/acornjs/acorn.git","2019-07-04T06:34:56.385Z","marijn (marijnh@gmail.com)",96646,"MIT",true,false,false,false,false,"acorn-globals@4.3.4"
"address","1.1.2","1.2.2","git://github.com/node-modules/address.git","2019-08-26T07:58:02.946Z","fengmk2 (fengmk2@gmail.com)",13379,"MIT",true,false,false,false,false,"detect-port-alt@1.1.6,react-dev-utils@10.2.1"
"adjust-sourcemap-loader","2.0.0","5.0.0","git+https://github.com/bholloway/adjust-sourcemap-loader.git","2019-02-15T09:25:34.970Z","bholloway (npm@bholloway.com)",37846,"MIT",true,false,false,false,false,"resolve-url-loader@3.1.1"
"camelcase","5.0.0","7.0.1","git+https://github.com/sindresorhus/camelcase.git","2018-03-28T11:08:34.664Z","sindresorhus (sindresorhus@gmail.com)",5089,"MIT",true,false,false,false,false,"adjust-sourcemap-loader@2.0.0,yargs-parser@13.1.2"
"emojis-list","2.1.0","3.0.0","git+https://github.com/kikobeats/emojis-list.git","2016-10-03T14:01:16.013Z","kikobeats (josefrancisco.verdu@gmail.com)","-","MIT",true,false,false,false,false,"loader-utils@1.2.3"
"json5","1.0.2","2.2.3","git+https://github.com/json5/json5.git","2022-12-30T17:09:42.178Z","jordanbtucker (jordanbtucker@gmail.com)",78288,"MIT",true,false,false,true,false,"loader-utils@1.2.3,tsconfig-paths@3.14.2"
"loader-utils","1.2.3","3.2.1","git+https://github.com/webpack/loader-utils.git","2018-12-27T12:22:49.344Z","evilebottnawi (sheo13666q@gmail.com)",26892,"MIT",true,false,false,true,false,"@svgr/webpack@4.3.3,adjust-sourcemap-loader@2.0.0,css-loader@3.4.2,eslint-loader@3.0.3,file-loader@4.3.0,html-webpack-plugin@4.0.0-beta.11,mini-css-extract-plugin@0.9.0,postcss-loader@3.0.0,react-dev-utils@10.2.1,resolve-url-loader@3.1.1,sass-loader@8.0.2,style-loader@0.23.1,url-loader@2.3.0,webpack@4.42.0"
"aggregate-error","3.1.0","4.0.1","git+https://github.com/sindresorhus/aggregate-error.git","2020-08-21T22:29:47.896Z","sindresorhus (sindresorhus@gmail.com)",6690,"MIT",true,false,false,false,false,"p-map@3.0.0"
"ajv","6.12.6","8.12.0","git+https://github.com/ajv-validator/ajv.git","2020-10-10T17:01:40.565Z","esp (e.poberezkin@me.com)",929154,"MIT",true,false,false,true,false,"eslint@6.8.0,har-validator@5.1.5,schema-utils@1.0.0,table@5.4.6,webpack@4.42.0,ajv-errors@1.0.1,ajv-keywords@3.5.2"
"ajv-errors","1.0.1","3.0.0","git+https://github.com/epoberezkin/ajv-errors.git","2018-12-09T20:44:23.016Z","esp (e.poberezkin@me.com)",41660,"MIT",true,false,false,true,false,"schema-utils@1.0.0"
"ajv-keywords","3.5.2","5.1.0","git+https://github.com/epoberezkin/ajv-keywords.git","2020-07-27T14:14:03.393Z","esp (e.poberezkin@me.com)",72887,"MIT",true,false,false,true,false,"schema-utils@1.0.0,webpack@4.42.0"
"alphanum-sort","1.0.2","1.0.2","https://github.com/TrySound/alphanum-sort.git","2015-10-03T20:12:49.185Z","trysound (trysound@yandex.ru)","-","MIT",true,false,false,false,false,"postcss-minify-params@4.0.2,postcss-minify-selectors@4.0.2,postcss-unique-selectors@4.0.1"
"ansi-colors","3.2.4","4.1.3","git+https://github.com/doowb/ansi-colors.git","2019-03-03T05:39:18.903Z","jonschlinkert (github@sellside.com)",21197,"MIT",true,false,false,false,false,"webpack-log@2.0.0"
"ansi-escapes","4.3.2","6.1.0","git+https://github.com/sindresorhus/ansi-escapes.git","2021-03-24T13:41:41.518Z","sindresorhus (sindresorhus@gmail.com)",16380,"MIT",true,false,false,false,false,"inquirer@7.0.4,jest-watch-typeahead@0.4.2"
"type-fest","0.21.3","3.7.1","git+https://github.com/sindresorhus/type-fest.git","2021-03-10T07:44:05.493Z","sindresorhus (sindresorhus@gmail.com)",119053,"(MIT OR CC0-1.0)",true,false,false,false,false,"ansi-escapes@4.3.2"
"ansi-html","0.0.7","0.0.9","git://github.com/Tjatse/ansi-html.git","2017-01-02T04:15:30.119Z","tjatse (thisnamemeansnothing@gmail.com)","-","Apache-2.0",true,false,false,false,false,"webpack-dev-server@3.11.0"
"ansi-regex","5.0.1","6.0.1","git+https://github.com/chalk/ansi-regex.git","2021-09-14T15:55:19.540Z","qix (josh@junon.me)",5609,"MIT",true,false,false,true,false,"pretty-format@27.5.1,strip-ansi@6.0.1"
"ansi-styles","4.3.0","6.2.1","git+https://github.com/chalk/ansi-styles.git","2020-10-04T19:18:25.986Z","sindresorhus (sindresorhus@gmail.com)",16978,"MIT",true,false,false,true,false,"chalk@4.1.2,pretty-format@25.5.0"
"anymatch","2.0.0","3.1.3","git+https://github.com/micromatch/anymatch.git","2017-12-22T01:14:46.258Z","es128 (elan.shanker+npm@gmail.com)","-","ISC",true,false,true,true,false,"jest-haste-map@24.9.0,sane@4.1.0,chokidar@2.1.8"
"normalize-path","2.1.1","3.0.0","git+https://github.com/jonschlinkert/normalize-path.git","2017-03-29T18:21:25.307Z","jonschlinkert (github@sellside.com)","-","MIT",true,false,false,false,false,"anymatch@2.0.0"
"aproba","1.2.0","2.0.0","git+https://github.com/iarna/aproba.git","2017-09-19T22:48:12.592Z","iarna (me@re-becca.org)","-","ISC",true,false,false,true,false,"copy-concurrently@1.0.5,move-concurrently@1.0.1,run-queue@1.0.3"
"argparse","1.0.10","2.0.1","git+https://github.com/nodeca/argparse.git","2018-02-15T14:24:01.840Z","vitaly (vitaly@rcdesign.ru)",116446,"MIT",true,false,false,false,false,"js-yaml@3.14.1"
"aria-query","5.1.3","5.1.3","git+https://github.com/A11yance/aria-query.git","2022-10-31T05:06:36.330Z","jessebeach (jesse.r.beach@icloud.com)",176330,"Apache-2.0",true,false,false,true,false,"@testing-library/dom@9.2.0,eslint-plugin-jsx-a11y@6.7.1"
"arity-n","1.0.4","1.0.4","http://github.com/stoeffel/arityN","2015-04-07T15:11:29.915Z","schtoeffel (schtoeffel@gmail.com)","-","MIT",true,false,false,false,false,"compose-function@3.0.3"
"arr-diff","4.0.0","4.0.0","git+https://github.com/jonschlinkert/arr-diff.git","2017-04-14T04:11:29.824Z","jonschlinkert (github@sellside.com)","-","MIT",true,false,false,false,false,"micromatch@3.1.10,nanomatch@1.2.13"
"arr-flatten","1.1.0","1.1.0","git+https://github.com/jonschlinkert/arr-flatten.git","2017-07-05T18:50:31.592Z","jonschlinkert (github@sellside.com)","-","MIT",true,false,false,false,false,"braces@2.3.2"
"arr-union","3.1.0","3.1.0","git+https://github.com/jonschlinkert/arr-union.git","2016-02-23T12:54:40.819Z","jonschlinkert (github@sellside.com)","-","MIT",true,false,false,false,false,"class-utils@0.3.6,merge-deep@3.0.3,union-value@1.0.1"
"array-buffer-byte-length","1.0.0","1.0.0","git+https://github.com/inspect-js/array-buffer-byte-length.git","2023-02-28T20:50:50.182Z","ljharb (ljharb@gmail.com)",8053,"MIT",true,false,false,false,false,"es-abstract@1.21.2"
"array-equal","1.0.0","1.0.0","git://github.com/component/array-equal","2014-04-29T09:17:37.982Z","jongleberry (jonathanrichardong@gmail.com)","-","MIT",true,false,false,false,false,"jsdom@11.12.0"
"array-flatten","2.1.2","3.0.0","git://github.com/blakeembrey/array-flatten.git","2018-12-03T00:21:55.036Z","blakeembrey (hello@blakeembrey.com)",6242,"MIT",true,false,false,false,false,"bonjour@3.5.0"
"array-includes","3.1.6","3.1.6","git://github.com/es-shims/array-includes.git","2022-11-08T02:04:16.318Z","ljharb (ljharb@gmail.com)",24990,"MIT",true,false,false,true,false,"eslint-plugin-import@2.20.1,eslint-plugin-jsx-a11y@6.2.3,eslint-plugin-react@7.19.0,jsx-ast-utils@2.4.1"
"array-union","1.0.2","3.0.1","git+https://github.com/sindresorhus/array-union.git","2016-06-16T12:16:52.561Z","sindresorhus (sindresorhus@gmail.com)","-","MIT",true,false,false,false,false,"globby@8.0.2"
"array-uniq","1.0.3","3.0.0","git+https://github.com/sindresorhus/array-uniq.git","2016-06-16T12:21:59.429Z","sindresorhus (sindresorhus@gmail.com)","-","MIT",true,false,false,false,false,"array-union@1.0.2"
"array-unique","0.3.2","0.3.2","git+https://github.com/jonschlinkert/array-unique.git","2016-08-01T00:54:49.804Z","jonschlinkert (github@sellside.com)","-","MIT",true,false,false,false,false,"braces@2.3.2,extglob@2.0.4,micromatch@3.1.10,nanomatch@1.2.13"
"array.prototype.flat","1.3.1","1.3.1","git://github.com/es-shims/Array.prototype.flat.git","2022-11-03T04:07:13.882Z","ljharb (ljharb@gmail.com)",18207,"MIT",true,false,false,true,false,"eslint-plugin-import@2.20.1"
"array.prototype.flatmap","1.3.1","1.3.1","git://github.com/es-shims/Array.prototype.flatMap.git","2022-11-03T05:39:42.559Z","ljharb (ljharb@gmail.com)",18571,"MIT",true,false,false,true,false,"eslint-plugin-import@2.27.5,eslint-plugin-jsx-a11y@6.7.1,eslint-plugin-react@7.32.2"
"array.prototype.reduce","1.0.5","1.0.5","git+https://github.com/es-shims/Array.prototype.reduce.git","2022-11-04T05:42:22.108Z","ljharb (ljharb@gmail.com)",29140,"MIT",true,false,false,false,false,"object.getownpropertydescriptors@2.1.5"
"array.prototype.tosorted","1.1.1","1.1.1","git+https://github.com/es-shims/Array.prototype.toSorted.git","2022-11-04T05:24:58.478Z","ljharb (ljharb@gmail.com)",18100,"MIT",true,false,false,true,false,"eslint-plugin-react@7.32.2"
"arrify","1.0.1","3.0.0","git+https://github.com/sindresorhus/arrify.git","2015-12-09T17:48:38.769Z","sindresorhus (sindresorhus@gmail.com)","-","MIT",true,false,false,false,false,"dir-glob@2.0.0"
"asap","2.0.6","2.0.6","git+https://github.com/kriskowal/asap.git","2017-07-10T15:21:36.791Z","kriskowal (kris.kowal@cixar.com)","-","MIT",true,false,false,false,false,"promise@8.3.0"
"asn1","0.2.6","0.2.6","git+https://github.com/joyent/node-asn1.git","2021-11-04T00:46:28.017Z","bahamat (bahamat@digitalelf.net)",19757,"MIT",true,false,false,false,false,"sshpk@1.17.0"
"asn1.js","5.4.1","5.4.1","git+ssh://git@github.com/indutny/asn1.js.git","2020-06-18T16:11:51.629Z","indutny (fedor@indutny.com)",49847,"MIT",true,false,false,true,false,"parse-asn1@5.1.6"
"bn.js","4.12.0","5.2.1","git@github.com:indutny/bn.js","2021-02-24T07:16:47.735Z","fanatid (fanatid@ya.ru)",95740,"MIT",true,false,false,true,false,"asn1.js@5.4.1,create-ecdh@4.0.4,diffie-hellman@5.0.3,elliptic@6.5.4,miller-rabin@4.0.1,public-encrypt@4.0.3"
"assert","1.4.1","2.0.0","git://github.com/defunctzombie/commonjs-assert.git","2016-05-31T14:02:04.361Z","cwmma (calvin.metcalf@gmail.com)","-","MIT",true,false,false,true,false,"adjust-sourcemap-loader@2.0.0,node-libs-browser@2.2.1"
"assert-plus","1.0.0","1.0.0","git+https://github.com/mcavage/node-assert-plus.git","2016-01-27T19:03:38.091Z","pfmooney (patrick.f.mooney@gmail.com)","-","MIT",true,false,false,false,false,"dashdash@1.14.1,getpass@0.1.7,http-signature@1.2.0,jsprim@1.4.2,sshpk@1.17.0,verror@1.10.0"
"assign-symbols","1.0.0","2.0.2","git+https://github.com/jonschlinkert/assign-symbols.git","2017-12-19T22:45:34.190Z","phated (blaine.bublitz@gmail.com)","-","MIT",true,false,false,false,false,"extend-shallow@3.0.2"
"ast-types-flow","0.0.7","0.0.7","git+https://github.com/kyldvs/ast-types-flow.git","2015-10-30T06:48:44.166Z","kyldvs (kyldvs@gmail.com)","-","ISC",true,false,false,true,false,"eslint-plugin-jsx-a11y@6.2.3,aria-query@3.0.0"
"astral-regex","1.0.0","2.0.0","git+https://github.com/kevva/astral-regex.git","2017-07-21T14:16:59.241Z","kevva (kevinmartensson@gmail.com)","-","MIT",true,false,false,false,false,"string-length@2.0.0,slice-ansi@2.1.0"
"async","2.6.4","3.2.4","git+https://github.com/caolan/async.git","2022-04-13T23:07:35.444Z","hargasinski (argasinski.hubert@gmail.com)",541303,"MIT",true,false,false,false,false,"portfinder@1.0.32"
"async-each","1.0.6","1.0.6","git+https://github.com/paulmillr/async-each.git","2023-02-04T06:18:20.876Z","paulmillr (paul@paulmillr.com)",4403,"MIT",true,false,true,true,false,"chokidar@2.1.8"
"async-limiter","1.0.1","2.0.0","git+https://github.com/strml/async-limiter.git","2019-08-02T15:43:53.217Z","strml (samuel.trace.reed@gmail.com)",6900,"MIT",true,false,false,false,false,"ws@5.2.3"
"asynckit","0.4.0","0.4.0","git+https://github.com/alexindigo/asynckit.git","2016-06-14T18:29:05.418Z","alexindigo (iam@alexindigo.com)","-","MIT",true,false,false,false,false,"form-data@2.3.3"
"atob","2.1.2","2.1.2","git://git.coolaj86.com/coolaj86/atob.js.git","2018-08-18T10:18:59.696Z","coolaj86 (coolaj86@gmail.com)",36200,"(MIT OR Apache-2.0)",true,false,false,false,false,"source-map-resolve@0.5.3"
"autoprefixer","9.8.8","10.4.14","git+https://github.com/postcss/autoprefixer.git","2021-10-04T20:25:01.004Z","ai (andrey@sitnik.ru)",289279,"MIT",true,false,false,false,false,"postcss-preset-env@6.7.0"
"available-typed-arrays","1.0.5","1.0.5","git+https://github.com/inspect-js/available-typed-arrays.git","2021-08-31T02:24:03.721Z","ljharb (ljharb@gmail.com)",14129,"MIT",true,false,false,true,false,"es-abstract@1.21.2,is-typed-array@1.1.10,which-typed-array@1.1.9"
"aws-sign2","0.7.0","0.7.0","git+https://github.com/mikeal/aws-sign.git","2017-04-12T19:08:50.725Z","mikeal (mikeal.rogers@gmail.com)","-","Apache-2.0",true,false,false,false,false,"request@2.88.2"
"aws4","1.12.0","1.12.0","git+https://github.com/mhart/aws4.git","2023-01-07T22:16:15.596Z","hichaelmart (michael.hart.au@gmail.com)",23516,"MIT",true,false,false,false,false,"request@2.88.2"
"axe-core","4.6.3","4.6.3","git+https://github.com/dequelabs/axe-core.git","2023-01-23T18:16:45.240Z","npmdeque (axe@deque.com)",2147713,"MPL-2.0",true,false,false,true,false,"eslint-plugin-jsx-a11y@6.7.1"
"axios","0.21.4","1.3.4","git+https://github.com/axios/axios.git","2021-09-06T15:35:43.073Z","jasonsaayman (jasonsaayman@gmail.com)",375349,"MIT",true,false,false,false,false,"dv2ls-frontend@0.1.0"
"axobject-query","3.1.1","3.1.1","git+https://github.com/A11yance/axobject-query.git","2022-10-23T03:10:36.686Z","jessebeach (splendidnoise@gmail.com)",111275,"Apache-2.0",true,false,false,true,false,"eslint-plugin-jsx-a11y@6.7.1"
